user_id,variation
8993,treatment
3657,treatment
6587,control
1870,treatment
3021,treatment
6640,control
4304,control
8296,control
7342,treatment
7961,control
8260,treatment
8628,treatment
299,control
2993,control
8411,treatment
2412,treatment
6428,treatment
5731,treatment
9098,treatment
9901,control
394,treatment
1098,control
7995,control
5249,control
9832,control
9587,control
1764,control
5795,control
18,control
476,control
7010,control
4125,control
543,control
1261,treatment
9806,treatment
4522,treatment
2313,treatment
7594,control
2940,control
6656,control
2339,control
7408,control
848,treatment
2916,control
9677,control
9206,treatment
6371,treatment
1405,control
3923,control
4169,treatment
5423,control
3931,treatment
9402,treatment
7384,control
8803,treatment
9694,control
2364,treatment
2283,treatment
5223,treatment
6575,control
1285,treatment
2644,control
6562,treatment
7907,treatment
3392,treatment
7485,control
6729,control
4986,treatment
6879,treatment
1269,treatment
1214,treatment
2101,treatment
1021,treatment
1781,treatment
6318,treatment
3725,control
1133,control
963,control
4796,control
2198,treatment
8663,control
7122,treatment
9415,treatment
6650,treatment
7166,control
3940,treatment
7928,treatment
5946,treatment
9337,treatment
1247,control
7211,treatment
1440,treatment
9964,control
5383,control
3656,treatment
4282,control
9953,treatment
7582,control
5863,control
4060,control
6691,treatment
2970,treatment
6116,control
180,control
9393,control
6216,treatment
4559,control
844,treatment
8133,control
8287,control
7766,treatment
6550,control
8938,control
4040,control
5336,treatment
6632,treatment
9927,control
4990,control
3580,treatment
1999,treatment
2719,control
177,treatment
5610,treatment
2352,control
7736,control
9838,treatment
1787,treatment
6008,treatment
8441,treatment
1144,control
6747,control
6508,control
6532,treatment
7219,treatment
3330,control
3289,control
6217,treatment
3854,control
6449,control
2306,treatment
2462,treatment
7017,treatment
3200,treatment
6680,control
7921,control
3476,control
5904,treatment
3974,treatment
2689,treatment
9184,control
5153,treatment
5269,control
3972,treatment
2314,treatment
6197,control
4543,treatment
303,control
1511,treatment
5203,treatment
1673,control
5501,treatment
4072,control
9064,treatment
2240,control
807,control
659,control
8034,control
6291,control
4886,treatment
6054,control
7451,treatment
3083,control
7974,treatment
279,treatment
6354,treatment
7779,treatment
8851,treatment
3309,control
9824,control
3502,control
4700,treatment
3942,control
2541,treatment
7881,treatment
5500,control
7401,treatment
2936,treatment
3970,treatment
3810,control
240,control
9090,control
6709,control
4017,treatment
7028,treatment
327,treatment
868,treatment
7104,treatment
1178,treatment
1928,treatment
9506,control
4239,treatment
5983,control
7409,control
2404,control
2279,treatment
1352,control
5280,treatment
6825,control
3441,treatment
1150,control
8134,treatment
3905,control
8593,treatment
1186,control
3551,control
6010,treatment
3713,control
5869,control
3317,control
6312,control
5591,control
4534,control
14,treatment
1371,treatment
821,treatment
8277,control
8588,control
350,control
5572,treatment
9183,treatment
9494,control
3871,control
8904,control
6387,control
2662,control
4469,control
7981,control
4291,treatment
8166,control
5725,control
4988,treatment
4717,treatment
485,control
6821,treatment
1677,control
7690,treatment
2295,control
459,treatment
7705,control
2159,treatment
4286,control
9304,control
9578,treatment
6456,treatment
5843,treatment
8294,treatment
2949,control
151,control
9554,control
6092,treatment
4369,control
825,control
6251,control
8853,treatment
5117,control
5913,treatment
3593,control
1734,control
5663,treatment
2239,treatment
3599,control
415,control
4152,treatment
1633,treatment
2938,control
9338,treatment
2555,treatment
7476,treatment
6265,treatment
6255,control
8668,treatment
2533,treatment
8152,control
9656,control
6370,control
3279,control
5247,treatment
7550,treatment
5012,control
6665,treatment
458,control
9367,control
168,control
3301,control
1480,control
2301,treatment
8626,treatment
6626,control
6536,control
1657,treatment
9295,control
1669,control
9849,treatment
3891,treatment
6779,control
2437,treatment
152,treatment
8829,treatment
6263,treatment
3332,control
4621,treatment
8062,control
867,control
9227,treatment
5959,control
5527,control
9200,treatment
2214,control
1163,control
9097,control
3887,treatment
3347,treatment
9372,control
4758,treatment
9187,treatment
6881,control
3153,treatment
1679,treatment
5996,treatment
7608,control
5025,control
7518,control
8777,treatment
2391,treatment
3864,control
5632,control
8886,control
358,control
8302,control
3983,control
9537,treatment
569,control
2961,treatment
8460,treatment
2347,control
7252,treatment
8327,treatment
3302,treatment
1349,control
8233,treatment
9149,control
3494,control
5956,treatment
3622,control
538,control
9567,control
8466,control
4243,control
1726,treatment
3041,control
6434,control
7879,treatment
1212,control
4863,control
4523,control
3664,treatment
1004,treatment
2641,control
1430,control
4045,control
9729,control
897,treatment
2616,treatment
7042,treatment
4250,treatment
7655,control
9106,control
1698,treatment
9634,control
216,treatment
4944,treatment
9594,treatment
1358,control
4561,control
6382,control
4527,treatment
6241,treatment
4313,treatment
9773,treatment
9431,control
7328,treatment
9035,treatment
9638,control
2144,control
67,control
1872,control
7006,treatment
8286,treatment
697,control
6782,treatment
8742,control
627,control
7178,control
6032,control
7543,control
5179,control
2735,treatment
977,control
9181,treatment
4146,control
7883,control
1397,control
3266,control
8365,treatment
3087,control
7931,control
2318,control
8029,control
1096,treatment
3755,treatment
4399,control
3873,treatment
4494,treatment
3850,control
2317,treatment
9763,treatment
7190,control
7334,control
3097,treatment
4953,treatment
397,control
4483,control
9488,treatment
7272,control
364,treatment
7274,treatment
1804,treatment
66,treatment
755,control
6280,control
5845,treatment
1711,treatment
7106,treatment
1082,control
8697,control
4677,treatment
2202,treatment
1024,treatment
1132,treatment
3682,treatment
597,treatment
3517,treatment
2311,control
5106,control
2385,treatment
5187,control
6218,treatment
172,control
1946,control
1508,control
1111,control
2116,control
4897,treatment
8949,treatment
2244,treatment
1427,treatment
4024,control
3497,control
2001,treatment
8049,control
3160,control
3701,control
6043,treatment
2708,control
2289,control
1192,control
445,treatment
6283,control
2907,control
1438,treatment
5633,control
3201,control
8005,treatment
6798,treatment
2537,treatment
4528,treatment
2973,control
3737,control
143,control
9993,treatment
6824,control
2931,control
6129,treatment
9559,treatment
512,control
3435,control
8382,control
1465,control
7688,control
3208,treatment
7047,treatment
4468,treatment
1481,control
4877,control
9782,treatment
1640,treatment
8706,treatment
6812,treatment
4238,control
7951,treatment
2914,control
6932,treatment
714,treatment
8785,control
4994,control
884,treatment
2180,control
8797,treatment
6325,treatment
7765,treatment
1339,control
2500,treatment
4267,control
2037,control
499,control
3662,control
4868,control
7036,treatment
2356,control
9708,treatment
8007,control
8845,control
5040,control
1502,control
7509,treatment
5218,treatment
7817,control
5947,treatment
436,control
6929,treatment
8494,control
2438,treatment
9790,treatment
147,treatment
2904,treatment
4472,control
1899,control
3621,control
9001,treatment
5493,control
9852,control
1383,treatment
2888,treatment
9061,treatment
4091,control
5499,control
9306,treatment
3771,control
2087,treatment
7321,control
8339,control
135,treatment
8333,control
1434,control
6838,treatment
8653,control
7622,treatment
960,treatment
1301,treatment
9463,control
5513,control
2293,treatment
7075,treatment
6657,treatment
4882,treatment
1703,control
1149,treatment
6844,treatment
5389,treatment
8850,control
2424,control
1025,treatment
164,treatment
4601,control
7479,control
8301,treatment
4804,treatment
7204,control
6437,treatment
3298,control
4006,treatment
9826,treatment
1107,control
9325,treatment
6498,control
7778,treatment
202,control
8226,treatment
4396,control
1072,control
5864,control
5239,treatment
9999,treatment
5366,treatment
1552,treatment
5105,treatment
5338,treatment
6298,control
361,treatment
6333,control
7902,treatment
948,control
6543,treatment
1751,control
3900,treatment
3134,treatment
747,treatment
2525,treatment
4505,treatment
7546,control
5933,treatment
6187,treatment
6835,treatment
1695,treatment
5050,control
3906,treatment
8070,treatment
6861,treatment
9564,treatment
5726,control
470,control
9961,control
5701,control
9292,control
3482,control
3802,treatment
9751,control
9944,control
9752,treatment
4063,treatment
3100,control
3142,treatment
9563,treatment
2861,control
3244,control
1354,treatment
3410,treatment
6413,treatment
4905,treatment
7958,treatment
473,treatment
7124,control
3859,treatment
3708,treatment
2397,control
7147,treatment
1219,treatment
5533,treatment
1720,control
1594,control
5185,control
7939,treatment
2617,control
2277,treatment
9241,control
2267,control
2276,control
6579,treatment
3345,treatment
1599,treatment
4374,treatment
2457,treatment
8035,treatment
3793,control
3037,control
5173,control
81,control
4811,treatment
9411,treatment
2124,treatment
1441,treatment
6962,treatment
4575,treatment
1145,control
1747,treatment
8307,control
1988,treatment
5072,control
5720,control
3356,treatment
8245,control
7629,treatment
9308,control
1243,treatment
1937,control
3544,treatment
626,control
9329,treatment
5879,control
5705,control
5699,control
4657,control
5046,control
9795,treatment
6739,control
6600,treatment
4932,treatment
3982,control
6613,treatment
342,control
4021,control
7669,control
7800,treatment
2858,control
7757,control
5710,control
5738,treatment
6277,control
1357,treatment
7836,treatment
719,control
3633,control
3388,treatment
1229,treatment
5515,treatment
4617,treatment
3156,control
8553,treatment
2399,control
4841,treatment
4133,control
2299,control
4691,treatment
4225,treatment
4103,treatment
6085,control
9433,treatment
2333,control
8549,control
6374,control
9301,treatment
9909,control
4464,treatment
6154,treatment
4229,control
5600,treatment
4013,treatment
9801,treatment
9890,treatment
2846,control
6170,treatment
7433,treatment
5458,treatment
7640,treatment
4682,treatment
571,control
4972,treatment
1782,treatment
7680,treatment
9648,control
492,control
2379,control
9419,control
4587,control
6321,control
3901,control
7934,treatment
6469,treatment
7572,control
4365,control
2681,control
9931,control
6660,control
8239,treatment
9085,treatment
4687,control
1737,treatment
4004,control
7072,control
5654,treatment
8069,treatment
2974,control
6364,treatment
2774,control
2979,treatment
5828,control
2100,control
7260,control
7217,treatment
5995,control
2390,control
5969,treatment
9475,treatment
3403,control
6850,control
8341,treatment
1971,treatment
2691,treatment
1575,treatment
3550,control
8363,treatment
8093,treatment
8079,control
7180,control
5547,treatment
7002,treatment
3308,treatment
280,treatment
8340,control
929,control
3693,treatment
9296,treatment
9960,control
80,control
8172,treatment
7092,treatment
7496,treatment
2909,control
516,control
4734,control
1983,control
7379,treatment
3138,treatment
988,treatment
6276,treatment
6884,control
4608,treatment
695,treatment
8522,control
9659,treatment
418,treatment
9385,treatment
9741,treatment
5563,treatment
3121,control
9743,control
3567,treatment
4632,treatment
1948,control
6156,treatment
8735,control
9348,control
6476,control
2911,control
7441,control
6976,treatment
8103,treatment
9394,control
4364,control
4037,treatment
7653,control
9199,control
1328,treatment
435,control
1288,treatment
8400,treatment
2590,treatment
7737,treatment
2737,treatment
386,treatment
6039,treatment
4961,control
105,treatment
7771,treatment
3103,treatment
944,control
5907,control
8242,treatment
8920,treatment
1035,treatment
7985,control
7110,treatment
496,treatment
6402,control
8335,control
4393,control
6320,control
6734,treatment
7699,control
1207,treatment
2971,treatment
3536,treatment
8368,treatment
3540,control
92,treatment
5186,treatment
383,control
8511,treatment
1652,control
9557,control
734,treatment
207,control
2542,control
6352,control
2554,control
5790,control
5597,treatment
2230,treatment
3202,treatment
8371,control
7901,control
6378,treatment
2596,control
6565,control
4141,treatment
8770,treatment
622,control
3316,control
8419,treatment
9100,control
7987,treatment
5498,control
3066,control
3076,control
3354,control
5001,treatment
5524,control
8142,treatment
7935,control
9382,control
3379,treatment
6756,treatment
8796,treatment
3214,control
9469,control
3034,treatment
8733,control
3952,treatment
5656,control
5302,treatment
7132,control
1658,control
5564,treatment
7281,control
2653,treatment
2660,treatment
6021,treatment
8769,control
1843,control
3015,control
6013,treatment
8205,treatment
4514,treatment
3016,treatment
3595,control
6551,control
5416,treatment
6509,control
2160,treatment
6503,control
13,control
5961,control
3654,control
9798,treatment
8802,treatment
2479,control
5841,control
7874,treatment
3562,control
4178,control
6467,treatment
2857,treatment
7905,treatment
5156,treatment
2585,treatment
5155,control
4272,treatment
7276,treatment
5796,control
5041,treatment
8165,control
4570,control
5589,control
1650,control
6457,treatment
5616,control
5051,control
3211,treatment
992,control
9249,treatment
69,control
8638,control
98,treatment
905,control
1284,control
4218,control
579,control
2076,control
4554,treatment
1450,control
381,treatment
265,treatment
4098,control
3060,control
2932,treatment
2831,treatment
7728,treatment
7184,treatment
1417,control
2906,control
1322,treatment
368,treatment
5659,control
693,treatment
8955,treatment
353,control
7385,treatment
5722,treatment
5588,control
4373,control
9977,control
6295,control
5467,treatment
9652,control
1860,treatment
703,treatment
5833,treatment
2422,control
6891,control
9643,control
3589,control
8210,treatment
8798,control
8002,control
8980,control
8345,control
9577,control
3897,control
5257,treatment
8912,treatment
84,treatment
2113,control
6017,treatment
3430,control
1013,treatment
4592,control
7875,control
2626,control
5436,control
7809,control
7814,treatment
5276,treatment
3460,control
3085,control
3726,control
9010,control
9591,control
1239,control
221,control
1224,treatment
2868,control
1742,control
4659,treatment
1795,treatment
3463,treatment
6653,control
9141,control
1085,treatment
6365,control
8435,control
5376,control
9459,treatment
1378,treatment
3984,control
8153,control
9958,treatment
6817,treatment
5980,control
1689,control
955,control
1700,control
9265,control
5760,control
6717,treatment
8743,treatment
4519,control
9316,control
4780,treatment
8644,control
2730,treatment
959,treatment
6430,control
8969,control
8712,treatment
7808,treatment
2722,control
6706,treatment
9545,treatment
9550,control
7642,treatment
9962,treatment
8899,treatment
1773,control
2538,treatment
4042,treatment
5031,control
1136,treatment
3950,control
938,control
8747,treatment
1477,treatment
5887,control
5548,treatment
1514,control
7532,treatment
1451,treatment
8434,control
8730,treatment
5113,control
2316,treatment
1279,treatment
1326,control
8882,control
6716,control
4521,treatment
2258,treatment
2261,treatment
3729,control
9288,control
8162,treatment
678,treatment
9726,treatment
2454,control
3131,treatment
3352,treatment
2192,control
9300,treatment
8025,treatment
8726,control
6,control
3401,treatment
3762,control
7793,treatment
3454,treatment
1493,control
834,treatment
4742,treatment
6655,control
2763,control
8846,treatment
4172,treatment
3168,control
2809,treatment
8161,treatment
8971,treatment
9104,control
9582,control
9272,control
7327,treatment
9065,control
3057,treatment
2536,treatment
3394,control
1561,control
7959,treatment
4200,treatment
9323,control
8013,control
6606,treatment
682,treatment
2099,control
8754,treatment
5867,treatment
8099,control
304,control
5939,control
3546,treatment
1423,control
7300,treatment
3600,treatment
6512,treatment
7360,treatment
5271,control
4018,treatment
2757,treatment
2461,treatment
118,control
877,treatment
3315,treatment
4893,control
3941,control
1548,treatment
8591,control
2340,treatment
9637,treatment
375,control
9580,treatment
3641,treatment
5662,treatment
1666,treatment
1054,treatment
1194,treatment
3282,treatment
7087,treatment
7554,control
776,control
4444,control
9153,treatment
5706,control
6908,control
2919,treatment
5648,control
8206,treatment
3877,treatment
5762,treatment
8486,control
8526,treatment
257,treatment
1333,control
513,control
1494,control
8383,treatment
9805,treatment
738,treatment
5396,control
7203,control
5684,treatment
6612,treatment
2024,treatment
1108,control
7067,control
9351,treatment
6088,control
3719,treatment
9847,control
8463,control
2328,treatment
2045,treatment
7063,control
8929,control
7273,treatment
6860,treatment
759,treatment
3659,treatment
8454,control
2207,control
3837,control
8849,treatment
8444,control
6793,treatment
7877,control
8158,treatment
6486,treatment
40,treatment
5613,control
5250,treatment
7868,treatment
7678,control
1045,control
4420,control
1811,control
7998,treatment
8056,control
6588,treatment
5618,control
3861,control
527,control
5014,treatment
964,control
9347,treatment
245,control
2148,control
2282,treatment
94,control
8677,control
498,control
3858,treatment
2393,treatment
7417,control
4937,control
3506,control
3451,treatment
7671,treatment
474,treatment
6045,control
3939,control
9524,control
4901,treatment
1705,control
4479,control
2243,treatment
563,treatment
9686,treatment
8214,control
1675,control
4360,control
5932,control
8755,treatment
7061,control
7290,treatment
8617,treatment
7269,treatment
4802,control
7418,control
9173,treatment
7615,treatment
950,control
1616,treatment
9546,control
3960,treatment
4258,treatment
691,control
4257,control
5935,control
5299,control
1071,treatment
6772,treatment
7176,control
6181,treatment
7046,control
3635,control
4970,control
1026,treatment
3239,control
6483,control
8436,control
4708,control
6031,control
3411,treatment
1779,treatment
9092,treatment
7603,treatment
2133,treatment
2110,treatment
5215,control
453,treatment
1924,control
5794,control
8538,control
7127,control
1159,treatment
6408,treatment
4610,treatment
5850,control
6049,control
8248,control
6315,treatment
4596,treatment
2686,control
7674,treatment
2512,treatment
3439,treatment
1625,control
5824,treatment
6115,treatment
5347,control
3929,control
4654,treatment
8391,control
1088,treatment
2570,treatment
3548,treatment
5508,treatment
3014,treatment
6988,control
9518,control
6126,treatment
8918,treatment
5494,treatment
5746,treatment
6011,treatment
9897,treatment
5574,treatment
2769,control
2036,control
3885,treatment
9606,treatment
9157,control
4631,control
278,control
2094,control
519,treatment
9947,treatment
9940,control
8076,control
1596,control
1252,control
3405,treatment
6504,treatment
8273,treatment
5481,treatment
6967,control
5144,control
723,control
5529,control
4992,treatment
1874,control
4088,treatment
463,treatment
4067,control
987,treatment
6535,treatment
5431,treatment
7121,control
3336,control
366,control
8835,treatment
9598,treatment
1826,control
5019,treatment
3946,treatment
5321,treatment
4110,control
3770,treatment
7232,control
8573,treatment
925,treatment
9070,control
2320,control
8366,treatment
4849,treatment
8298,control
6556,control
1034,treatment
6286,control
8149,control
9147,control
6047,treatment
5678,control
8394,treatment
3052,control
6023,treatment
6136,treatment
3733,treatment
4300,control
340,control
4073,treatment
5340,treatment
9330,control
4241,treatment
3904,control
8893,treatment
710,control
5107,treatment
8598,control
3787,control
310,control
4224,treatment
3010,control
8164,control
5061,control
2775,treatment
6842,treatment
1298,control
5278,control
5065,treatment
5951,control
3018,control
5022,control
1250,control
379,control
461,control
1950,treatment
9369,control
784,treatment
8066,control
9258,treatment
9188,treatment
5807,treatment
7986,control
9101,control
2338,treatment
9673,treatment
5897,treatment
746,control
9352,control
6829,treatment
9405,treatment
3088,treatment
6313,control
3133,treatment
132,treatment
828,control
6036,control
1768,control
2205,control
1324,control
4398,control
5102,treatment
500,treatment
3512,treatment
7991,control
9042,treatment
8863,control
1012,treatment
2117,control
5325,control
593,treatment
5306,treatment
4101,control
7828,treatment
5054,control
9653,control
9332,treatment
6331,control
1220,control
5459,control
4237,treatment
6601,control
1105,treatment
9911,treatment
2003,control
8401,treatment
6546,treatment
7155,control
9121,treatment
9317,control
1556,treatment
2523,control
1905,control
9586,treatment
3157,treatment
2375,control
2709,treatment
4859,control
3003,control
7098,treatment
8144,control
1730,control
7249,treatment
3645,treatment
6258,control
6160,control
739,treatment
8714,treatment
5251,treatment
6674,treatment
4806,treatment
1923,treatment
1230,control
2249,control
865,control
7386,treatment
6963,control
1416,treatment
4727,control
539,control
6003,control
1043,treatment
8352,treatment
3676,treatment
7236,treatment
2549,control
5143,treatment
6311,control
2667,control
5032,control
3344,control
7956,control
3803,treatment
2933,treatment
2984,control
4813,treatment
7968,treatment
5455,treatment
6867,treatment
2724,control
9856,treatment
6741,control
7256,treatment
2055,treatment
5000,control
9028,treatment
6162,treatment
3132,control
7405,treatment
7500,treatment
8808,control
8457,treatment
9535,treatment
5785,treatment
8147,control
5787,treatment
5443,treatment
5424,control
7899,control
3007,control
6555,treatment
7897,control
6240,treatment
9442,treatment
4062,treatment
8759,control
9421,treatment
6489,treatment
6693,control
9439,treatment
266,control
3355,control
9228,treatment
5483,control
1979,control
1816,control
8762,treatment
561,control
373,control
6000,control
6246,control
4207,treatment
9215,treatment
165,control
3921,control
9755,treatment
1897,control
71,treatment
24,treatment
7324,treatment
3680,control
2994,treatment
1187,treatment
1211,control
2560,treatment
6750,control
274,control
651,treatment
3378,control
1041,control
2288,control
8814,control
1155,control
4167,control
6297,treatment
1038,control
5557,treatment
6573,treatment
2504,control
144,control
5984,treatment
1280,control
2000,treatment
6454,control
9126,treatment
155,treatment
4765,treatment
4968,treatment
5135,treatment
2275,control
1420,control
3363,control
7462,control
4020,treatment
9207,treatment
1553,control
1277,treatment
8318,control
4584,treatment
5284,control
199,treatment
9400,control
4390,control
4307,control
401,control
813,treatment
273,treatment
6287,treatment
2068,treatment
1656,treatment
9520,treatment
9029,control
8467,treatment
9928,control
8597,control
4959,control
2894,control
157,control
9151,control
2217,treatment
5741,treatment
137,treatment
1390,treatment
9275,treatment
9997,control
1267,treatment
920,control
9432,control
3189,treatment
6790,treatment
6874,treatment
7802,treatment
7600,control
8804,treatment
5079,control
3122,treatment
26,control
2162,control
10000,treatment
8692,treatment
1147,control
3530,treatment
5965,treatment
3129,treatment
4545,control
5363,treatment
9111,treatment
3643,control
4711,control
1921,control
5730,control
4421,control
9631,control
72,treatment
4951,treatment
2784,treatment
2046,treatment
7298,control
6789,control
3108,control
7548,control
3117,control
2706,treatment
9695,treatment
9142,treatment
7233,control
3461,control
7264,treatment
5800,treatment
2363,control
4755,treatment
5315,treatment
7647,treatment
5991,treatment
5006,treatment
3852,treatment
5507,control
9640,control
125,control
4366,treatment
2785,treatment
8761,control
4155,treatment
4215,control
4781,treatment
2129,treatment
1974,treatment
7344,control
1457,control
6695,treatment
7942,control
6964,control
4930,treatment
7069,treatment
2376,control
743,treatment
2227,control
6411,control
1117,control
3510,treatment
1439,control
6887,control
6164,control
2341,control
7593,treatment
9481,control
562,treatment
5381,treatment
692,treatment
4058,treatment
679,control
7573,control
6615,control
410,control
7146,control
9788,treatment
8320,treatment
6845,control
9859,control
3496,treatment
4552,control
6001,control
6826,control
9907,treatment
5692,treatment
4441,treatment
6205,treatment
2583,treatment
5560,treatment
5311,treatment
8542,treatment
4833,treatment
7209,treatment
8865,control
6554,treatment
5456,control
952,treatment
8343,treatment
8055,treatment
6167,control
2639,control
5017,control
5561,treatment
5893,treatment
5612,treatment
1360,control
6222,treatment
4537,treatment
1953,control
8314,control
4121,control
8137,treatment
331,treatment
1550,control
2515,control
570,treatment
4866,control
4736,control
7077,control
3047,control
5687,treatment
9423,treatment
2248,control
2811,treatment
5724,control
9778,control
4203,control
8052,treatment
9925,control
5967,control
8316,treatment
2153,treatment
5779,treatment
8963,control
4867,control
297,treatment
3518,treatment
2324,control
2643,treatment
9529,treatment
3754,control
5092,control
9703,control
9954,treatment
174,treatment
6200,treatment
5219,control
5352,treatment
7667,treatment
7079,treatment
6247,control
3999,treatment
3234,control
8477,control
2548,treatment
5294,treatment
2146,treatment
8501,treatment
8718,control
2229,control
1882,control
2732,control
7794,control
4873,control
272,control
2264,control
1741,treatment
8342,treatment
286,control
8812,control
9996,treatment
656,treatment
7287,control
9368,treatment
9476,control
2476,treatment
4102,treatment
4028,treatment
5266,control
7390,treatment
5696,treatment
5469,control
1411,control
2591,control
8800,control
8694,treatment
4675,control
6122,control
677,control
2745,treatment
2885,treatment
5007,control
8008,treatment
5335,treatment
8534,control
8224,control
8030,control
896,control
4492,treatment
2618,control
5903,control
456,control
7074,treatment
858,control
8615,treatment
8760,treatment
9547,treatment
6979,treatment
3527,control
2373,control
6332,treatment
7819,control
7604,treatment
3642,control
6351,control
3648,treatment
6549,treatment
3647,control
2558,treatment
1993,control
1444,control
2609,treatment
1605,treatment
8498,control
4186,treatment
684,control
3697,control
2028,control
1473,treatment
5520,treatment
4247,treatment
3933,control
5837,treatment
9216,treatment
5077,control
2126,control
2183,treatment
5626,control
4440,treatment
141,treatment
7396,treatment
5619,treatment
5963,control
5886,treatment
9384,treatment
392,treatment
1490,control
9328,treatment
7997,control
4862,treatment
8502,control
4382,control
7982,treatment
2389,treatment
824,control
1472,treatment
5749,treatment
8054,treatment
2122,control
596,treatment
6801,treatment
8060,treatment
6481,control
1629,treatment
3704,control
7472,treatment
7325,control
5367,control
8819,control
3919,treatment
7599,treatment
2959,treatment
680,control
3353,treatment
8939,control
4097,control
4787,control
5043,control
6618,control
6992,control
9684,treatment
8940,treatment
341,treatment
878,treatment
3413,treatment
1887,control
9066,control
4497,treatment
4029,treatment
7226,treatment
7366,control
5556,treatment
8655,treatment
4642,treatment
4219,control
9222,control
9842,control
5084,control
8817,control
8113,control
660,treatment
663,control
786,control
5028,control
5810,treatment
6442,treatment
1329,treatment
2201,control
7154,treatment
7376,treatment
1238,control
7200,control
8040,control
3499,control
9162,control
237,control
9613,treatment
8997,control
628,control
7865,control
9895,control
7129,treatment
6682,control
5074,treatment
4852,control
9503,control
3582,treatment
2895,control
4935,control
7747,control
6515,treatment
4416,control
2307,treatment
7741,control
8027,treatment
4939,control
3756,control
5598,control
8014,treatment
8516,control
849,control
7799,control
3809,control
8398,control
7984,control
6686,treatment
5940,treatment
8652,treatment
6198,treatment
9355,treatment
4855,control
7856,treatment
9129,control
970,control
3490,treatment
6560,control
197,treatment
5688,treatment
9614,control
6113,control
2529,treatment
1856,control
8071,control
1268,control
4429,control
8303,control
1789,control
4839,control
7586,control
4892,treatment
794,treatment
7049,control
653,control
3400,treatment
2655,treatment
3638,control
7785,control
1446,control
8222,control
9271,treatment
2366,treatment
8251,control
4448,treatment
9055,treatment
2355,treatment
3420,treatment
5087,treatment
9219,treatment
2086,treatment
815,control
521,control
8614,control
5112,treatment
6140,control
3911,treatment
8776,control
1078,treatment
3148,treatment
7697,control
9118,treatment
4915,control
3715,treatment
5127,control
7776,treatment
8506,control
8554,treatment
2717,control
6005,control
4553,treatment
6524,control
1184,control
9951,control
1771,treatment
8169,control
9168,treatment
4156,treatment
1388,control
2170,treatment
986,control
5521,treatment
9364,control
6569,control
8825,control
3167,treatment
2992,treatment
9576,control
149,treatment
4846,treatment
5297,treatment
8520,treatment
3333,treatment
1020,treatment
7646,treatment
4378,control
4693,control
318,treatment
5847,control
4107,treatment
737,control
882,control
6262,treatment
5875,control
3727,control
9110,control
9992,control
9266,control
7727,treatment
1818,treatment
4761,treatment
3305,treatment
5758,treatment
9086,control
7691,control
3675,treatment
7910,treatment
3193,treatment
7029,treatment
8690,treatment
8187,treatment
6864,control
3342,treatment
8259,treatment
5898,treatment
7717,treatment
3962,control
294,control
3079,control
5668,treatment
6500,control
9399,control
6231,treatment
9138,control
8223,control
427,treatment
7297,control
2027,control
1739,treatment
6872,control
2687,control
6381,control
720,control
5756,control
4748,control
7389,control
8413,control
8874,treatment
119,control
8483,treatment
4921,control
2801,treatment
1980,treatment
1300,treatment
89,treatment
6192,treatment
2572,treatment
9261,control
4333,control
799,treatment
4989,treatment
2273,treatment
866,treatment
4823,control
4032,treatment
7375,treatment
9198,control
8945,treatment
4184,control
665,treatment
3306,control
7729,treatment
9521,control
4799,treatment
5681,control
2608,treatment
5403,treatment
4290,control
1590,control
1436,control
4245,treatment
5993,control
5426,treatment
7580,treatment
4474,control
6165,control
974,control
4661,control
3909,treatment
6356,control
9617,treatment
5119,treatment
2567,control
3009,control
8231,treatment
1061,treatment
2985,control
146,treatment
8386,control
412,control
1282,control
7403,treatment
5630,control
5170,treatment
856,treatment
5268,control
2820,treatment
4872,control
2942,treatment
768,treatment
2713,control
4770,treatment
7885,treatment
5629,control
1340,treatment
890,control
1399,control
584,control
8048,control
7635,control
5998,treatment
5490,treatment
3297,treatment
87,treatment
5027,treatment
5523,treatment
1106,treatment
5765,treatment
2343,treatment
1387,treatment
3043,treatment
541,treatment
9191,treatment
1977,treatment
3694,treatment
5552,control
3093,treatment
4039,treatment
4305,treatment
2052,control
9836,treatment
7053,control
3123,treatment
4450,control
8465,control
5277,treatment
4728,treatment
4850,control
1544,treatment
3646,treatment
4139,treatment
8265,control
9314,control
6865,treatment
1563,control
785,treatment
9448,control
9510,treatment
2636,control
9229,treatment
6307,treatment
6960,treatment
4737,treatment
534,treatment
8074,control
5962,control
1809,treatment
5071,control
4069,treatment
8609,treatment
5435,treatment
1587,treatment
8150,treatment
252,treatment
8809,treatment
1664,control
3668,treatment
6651,treatment
2330,control
9016,treatment
4916,control
7181,control
2781,control
1869,treatment
7850,control
3067,treatment
6209,control
5252,treatment
2753,control
7331,treatment
2224,control
6369,treatment
1619,treatment
5295,treatment
9712,control
3255,treatment
8227,control
4795,control
5890,treatment
3190,control
8038,treatment
5258,treatment
3078,control
1138,treatment
9573,control
8446,control
8456,treatment
6685,treatment
8898,treatment
2490,treatment
6372,control
8357,control
9154,treatment
1431,control
8926,treatment
7107,control
4436,control
5419,control
4410,treatment
9850,treatment
924,treatment
231,control
9837,treatment
3390,treatment
9408,treatment
763,control
4808,treatment
2044,treatment
985,treatment
428,control
1049,treatment
3838,control
9555,control
9609,control
5583,treatment
8524,treatment
3433,control
9625,treatment
6118,control
7522,treatment
4706,control
5840,control
5035,control
